pl_name,hostname,default_flag,disposition,disp_refname,pl_orbper,pl_rade,pl_radj,ttv_flag,st_teff,st_rad,st_mass,st_logg,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
K2-285 e,K2-285,1,CONFIRMED,Palle et al. 2019,14.76289,1.95,0.17396735,0.0,4975.0,0.787,0.83,4.4,154.961,12.075,9.971,11.804
K2-286 b,K2-286,1,CONFIRMED,D&iacute;ez Alonso et al. 2019,27.359,2.1,0.18734945,0.0,3926.0,0.62,0.64,4.7,76.1486,12.881,9.317,12.1652
K2-287 b,K2-287,0,CONFIRMED,Jord&aacute;n et al. 2019,14.89329,9.33708092,0.833,0.0,5695.0,1.07,1.06,4.398,158.335,11.41,9.188,11.067
K2-287 b,K2-287,1,CONFIRMED,Jord&aacute;n et al. 2019,14.893291,9.494023,0.847,0.0,5695.0,1.07,1.056,4.398,158.335,11.41,9.188,11.067
K2-288 B b,K2-288 B,0,CONFIRMED,Feinstein et al. 2019,31.3888,1.25,0.112,0.0,5284.0,0.312,0.88,4.49249,65.6138,12.977,10.711500000000001,14.5451
K2-288 B b,K2-288 B,1,CONFIRMED,Feinstein et al. 2019,31.393463,1.9,0.16950665,0.0,3341.0,0.32,0.33,4.96,65.6138,12.977,10.711500000000001,14.5451
K2-289 b,K2-289,0,CONFIRMED,Livingston et al. 2019,13.15628,3.2,0.29,0.0,3809.0,0.38,0.88,4.89,274.3,14.81,10.641,13.7943
K2-289 b,K2-289,0,CONFIRMED,Livingston et al. 2019,13.156974,5.19,0.46302079,0.0,3816.0,0.54,0.88,4.49249,274.3,14.81,10.641,13.7943
K2-289 b,K2-289,0,CONFIRMED,Livingston et al. 2019,13.15727,10.83,0.9662,0.0,5284.0,1.24,0.88,4.49249,274.3,14.81,10.641,13.7943
K2-289 b,K2-289,1,CONFIRMED,Livingston et al. 2019,13.156969,9.1,0.81184762,0.0,5529.0,1.025,0.953,4.393,274.3,14.81,10.641,13.7943
K2-29 b,K2-29,0,CONFIRMED,Santerne et al. 2016,3.25883406,2.597,0.23017258,0.0,5358.0,0.86,0.94,4.54,178.475,12.532,10.062,12.2008
K2-29 b,K2-29,1,CONFIRMED,Santerne et al. 2016,3.2588321,13.33871,1.19,0.0,5358.0,0.86,0.94,4.54,178.475,12.532,10.062,12.2008
K2-29 b,K2-29,0,CONFIRMED,Santerne et al. 2016,3.2589263,11.209,1.0,0.0,5222.0,0.748,0.864,4.626,178.475,12.532,10.062,12.2008
K2-29 b,K2-29,0,CONFIRMED,Santerne et al. 2016,3.258824,12.05607716,1.07557116,0.0,5392.0,0.857501,0.923184,4.59,178.475,12.532,10.062,12.2008
K2-29 b,K2-29,0,CONFIRMED,Santerne et al. 2016,3.25883164155,12.87148683,1.14831912,0.0,5387.06,0.817114,0.88,4.58431,178.475,12.532,10.062,12.2008
K2-29 b,K2-29,0,CONFIRMED,Santerne et al. 2016,3.258768,11.42,1.01882416,0.0,5323.0,0.85,0.94,4.55,178.475,12.532,10.062,12.2008
K2-29 b,K2-29,0,CONFIRMED,Santerne et al. 2016,3.2588315,2.597,0.23017258,0.0,5358.0,0.86,0.94,4.54,178.475,12.532,10.062,12.2008
K2-29 b,K2-29,0,CONFIRMED,Santerne et al. 2016,3.258813,11.38,1.015,0.0,5284.0,0.807,0.88,4.49249,178.475,12.532,10.062,12.2008
K2-29 b,K2-29,0,CONFIRMED,Santerne et al. 2016,3.2591993,2.597,0.23017258,0.0,5387.06,0.817114,0.935,4.58431,178.475,12.532,10.062,12.2008
K2-290 b,K2-290,1,CONFIRMED,Hjorth et al. 2019,9.21165,3.06,0.27299491,0.0,6302.0,1.511,1.194,4.23,272.909,11.114,9.42,10.8204
K2-290 b,K2-290,0,CONFIRMED,Hjorth et al. 2019,6.788,2.597,0.23017258,0.0,5284.0,0.863,0.88,4.49249,272.909,11.114,9.42,10.8204
K2-290 c,K2-290,0,CONFIRMED,Hjorth et al. 2019,6.788,2.597,0.23017258,0.0,5284.0,0.863,0.88,4.49249,272.909,11.114,9.42,10.8204
K2-290 c,K2-290,1,CONFIRMED,Hjorth et al. 2019,48.36685,11.276254,1.006,0.0,6302.0,1.511,1.194,4.23,272.909,11.114,9.42,10.8204
K2-291 b,K2-291,0,CONFIRMED,Kosiarek et al. 2019,2.225,1.582,0.14113659,0.0,5520.0,0.904,0.926,4.5,90.0562,10.014,8.353,9.86639
K2-291 b,K2-291,0,CONFIRMED,Kosiarek et al. 2019,2.2251639,1.50436,0.13421024,0.0,5509.0,0.92,0.88,4.5,90.0562,10.014,8.353,9.86639
K2-291 b,K2-291,1,CONFIRMED,Kosiarek et al. 2019,2.225177,1.589,0.14176108,0.0,5520.0,0.899,0.934,4.5,90.0562,10.014,8.353,9.86639
K2-291 b,K2-291,0,CONFIRMED,Kosiarek et al. 2019,2.225177,1.589,0.14176133,0.0,5520.0,0.934,0.934,4.5,90.0562,10.014,8.353,9.86639
K2-292 b,K2-292,1,CONFIRMED,Luque et al. 2019,16.9841,2.63,0.23463288,0.0,5725.0,1.09,1.0,4.33,114.293,9.885,8.407,9.75597
K2-293 b,K2-293,1,CONFIRMED,Dattilo et al. 2019,13.1225,2.45,0.21857436,0.0,5532.0,0.947,0.958,4.52,392.251,13.44,11.544,13.1611
K2-294 b,K2-294,1,CONFIRMED,Dattilo et al. 2019,2.50387,1.66,0.14809528,0.0,5612.0,1.2,0.987,4.2,373.078,12.649,10.859,12.37
K2-295 b,K2-295,0,CONFIRMED,Smith et al. 2019,4.0248883,9.56,0.853,0.0,5284.0,0.665,0.88,4.49249,232.801,13.8941,10.711500000000001,13.5184
K2-295 b,K2-295,0,CONFIRMED,Smith et al. 2019,4.0248735,11.6786,1.0418967,0.0,4492.0,0.75,0.88,4.52,232.801,13.8941,10.711500000000001,13.5184
K2-295 b,K2-295,0,CONFIRMED,Smith et al. 2019,4.02488968,2.597,0.23017258,0.0,4444.0,0.7,0.74,4.63,232.801,13.8941,10.711500000000001,13.5184
K2-295 b,K2-295,0,CONFIRMED,Smith et al. 2019,4.024881,10.3,0.92,0.0,5284.0,0.73,0.88,4.49249,232.801,13.8941,10.711500000000001,13.5184
K2-295 b,K2-295,1,CONFIRMED,Smith et al. 2019,4.024867,10.054473,0.897,0.0,4444.0,0.7,0.74,4.63,232.801,13.8941,10.711500000000001,13.5184
K2-3 b,K2-3,0,CONFIRMED,Crossfield et al. 2015,10.05443,1.44,0.1284682,0.0,3841.0,0.371,0.414,4.906,44.0727,12.168,8.561,11.4785
K2-3 b,K2-3,0,CONFIRMED,Crossfield et al. 2015,10.054626,2.14,0.19091834,0.0,3896.0,0.561,0.601,4.734,44.0727,12.168,8.561,11.4785
K2-3 b,K2-3,0,CONFIRMED,Crossfield et al. 2015,10.05429,2.078,0.18538674,0.0,5284.0,0.553,0.612,4.734,44.0727,12.168,8.561,11.4785
K2-3 b,K2-3,0,CONFIRMED,Crossfield et al. 2015,10.054544,2.08,0.18556517,0.0,5284.0,0.561,0.88,4.49249,44.0727,12.168,8.561,11.4785
K2-3 b,K2-3,0,CONFIRMED,Crossfield et al. 2015,10.05448,1.98,0.17664377,0.0,3951.0,0.52,0.53,4.49249,44.0727,12.168,8.561,11.4785
K2-3 b,K2-3,0,CONFIRMED,Crossfield et al. 2015,10.05449,2.18,0.19448657,0.0,3896.0,0.56,0.6,4.72,44.0727,12.168,8.561,11.4785
K2-3 b,K2-3,0,CONFIRMED,Crossfield et al. 2015,10.054626,2.25,0.2007319,0.0,3835.0,0.6,0.62,4.49249,44.0727,12.168,8.561,11.4785
K2-3 b,K2-3,0,CONFIRMED,Crossfield et al. 2015,10.05467,1.45,0.129,0.0,5284.0,0.371,0.88,4.49249,44.0727,12.168,8.561,11.4785
K2-3 b,K2-3,0,CONFIRMED,Crossfield et al. 2015,10.05403,2.14,0.19091801,0.0,3896.0,0.561,0.601,4.72,44.0727,12.168,8.561,11.4785
K2-3 b,K2-3,0,CONFIRMED,Crossfield et al. 2015,10.05403,2.14,0.19,0.0,3896.0,0.561,0.601,4.49249,44.0727,12.168,8.561,11.4785
K2-3 b,K2-3,1,CONFIRMED,Crossfield et al. 2015,10.0546535,2.078,0.18538706,0.0,3844.0,0.546,0.549,4.704,44.0727,12.168,8.561,11.4785
K2-3 b,K2-3,0,CONFIRMED,Crossfield et al. 2015,10.05460031054,2.11286662,0.18849766,0.0,3920.0,0.550856,0.88,4.6932,44.0727,12.168,8.561,11.4785
K2-3 b,K2-3,0,CONFIRMED,Crossfield et al. 2015,10.05454,2.29,0.20430012,0.0,3835.0,0.6,0.62,4.66,44.0727,12.168,8.561,11.4785
K2-3 b,K2-3,0,CONFIRMED,Crossfield et al. 2015,10.054374,2.4,0.21411366,0.0,3927.0,0.58,0.88,4.49249,44.0727,12.168,8.561,11.4785
K2-3 b,K2-3,0,CONFIRMED,Crossfield et al. 2015,10.054626,2.597,0.23017258,0.0,3896.0,0.561,0.601,4.734,44.0727,12.168,8.561,11.4785
K2-3 b,K2-3,0,CONFIRMED,Crossfield et al. 2015,10.05176778,2.597,0.23017258,0.0,3920.0,0.550856,0.546024,4.6932,44.0727,12.168,8.561,11.4785
K2-3 c,K2-3,0,CONFIRMED,Crossfield et al. 2015,24.6435,1.18,0.10527255,0.0,3841.0,0.371,0.414,4.906,44.0727,12.168,8.561,11.4785
K2-3 c,K2-3,0,CONFIRMED,Crossfield et al. 2015,24.64745,1.56,0.13917388,0.0,3951.0,0.52,0.53,4.49249,44.0727,12.168,8.561,11.4785
K2-3 c,K2-3,0,CONFIRMED,Crossfield et al. 2015,24.64671,1.18,0.105,0.0,5284.0,0.371,0.88,4.49249,44.0727,12.168,8.561,11.4785
K2-3 c,K2-3,1,CONFIRMED,Crossfield et al. 2015,24.646729,1.582,0.14113683,0.0,3844.0,0.546,0.549,4.704,44.0727,12.168,8.561,11.4785
K2-3 c,K2-3,0,CONFIRMED,Crossfield et al. 2015,24.646582,1.69,0.15077196,0.0,3835.0,0.6,0.62,4.49249,44.0727,12.168,8.561,11.4785
K2-3 c,K2-3,0,CONFIRMED,Crossfield et al. 2015,24.64638,1.77,0.15790882,0.0,3835.0,0.6,0.62,4.66,44.0727,12.168,8.561,11.4785
K2-3 c,K2-3,0,CONFIRMED,Crossfield et al. 2015,24.646582,2.597,0.23017258,0.0,3896.0,0.561,0.601,4.734,44.0727,12.168,8.561,11.4785
K2-3 c,K2-3,0,CONFIRMED,Crossfield et al. 2015,24.646582,1.72,0.15344839,0.0,3896.0,0.561,0.601,4.734,44.0727,12.168,8.561,11.4785
K2-3 c,K2-3,0,CONFIRMED,Crossfield et al. 2015,24.6454,1.72,0.15344812,0.0,3896.0,0.561,0.601,4.72,44.0727,12.168,8.561,11.4785
K2-3 c,K2-3,0,CONFIRMED,Crossfield et al. 2015,24.64638,1.69,0.1507717,0.0,5284.0,0.561,0.88,4.49249,44.0727,12.168,8.561,11.4785
K2-3 c,K2-3,0,CONFIRMED,Crossfield et al. 2015,24.6454,1.72,0.15,0.0,3896.0,0.561,0.601,4.49249,44.0727,12.168,8.561,11.4785
K2-3 c,K2-3,0,CONFIRMED,Crossfield et al. 2015,24.645013,1.9,0.16950665,0.0,3927.0,0.58,0.88,4.49249,44.0727,12.168,8.561,11.4785
K2-3 c,K2-3,0,CONFIRMED,Crossfield et al. 2015,24.6491,1.644,0.14666786,0.0,5284.0,0.553,0.612,4.734,44.0727,12.168,8.561,11.4785
K2-3 c,K2-3,0,CONFIRMED,Crossfield et al. 2015,24.64354,1.85,0.16504595,0.0,3896.0,0.56,0.6,4.72,44.0727,12.168,8.561,11.4785
K2-3 d,K2-3,0,CONFIRMED,Crossfield et al. 2015,44.5631,1.52,0.14,0.0,3896.0,0.561,0.601,4.49249,44.0727,12.168,8.561,11.4785
K2-3 d,K2-3,1,CONFIRMED,Crossfield et al. 2015,44.55603,1.458,0.13007427,0.0,3844.0,0.546,0.549,4.704,44.0727,12.168,8.561,11.4785
K2-3 d,K2-3,0,CONFIRMED,Crossfield et al. 2015,44.55983,1.51,0.13471318,0.0,3896.0,0.56,0.6,4.72,44.0727,12.168,8.561,11.4785
K2-3 d,K2-3,0,CONFIRMED,Crossfield et al. 2015,44.55612,2.597,0.23017258,0.0,3920.0,0.550856,0.546024,4.6932,44.0727,12.168,8.561,11.4785
K2-3 d,K2-3,0,CONFIRMED,Crossfield et al. 2015,44.55765,1.61,0.14363458,0.0,5284.0,0.561,0.88,4.49249,44.0727,12.168,8.561,11.4785
K2-3 d,K2-3,0,CONFIRMED,Crossfield et al. 2015,44.5574,1.11,0.099,0.0,5284.0,0.371,0.88,4.49249,44.0727,12.168,8.561,11.4785
K2-3 d,K2-3,0,CONFIRMED,Crossfield et al. 2015,44.5631,1.52,0.13560532,0.0,3896.0,0.561,0.601,4.72,44.0727,12.168,8.561,11.4785
K2-3 d,K2-3,0,CONFIRMED,Crossfield et al. 2015,44.55764,1.65,0.14720314,0.0,3835.0,0.6,0.62,4.66,44.0727,12.168,8.561,11.4785
K2-3 d,K2-3,0,CONFIRMED,Crossfield et al. 2015,44.55646,2.597,0.23017258,0.0,3896.0,0.561,0.601,4.734,44.0727,12.168,8.561,11.4785
K2-3 d,K2-3,0,CONFIRMED,Crossfield et al. 2015,44.556456,1.52,0.13560555,0.0,3896.0,0.561,0.601,4.734,44.0727,12.168,8.561,11.4785
K2-3 d,K2-3,0,CONFIRMED,Crossfield et al. 2015,44.5609,0.96,0.08564546,0.0,3841.0,0.371,0.414,4.906,44.0727,12.168,8.561,11.4785
K2-3 d,K2-3,0,CONFIRMED,Crossfield et al. 2015,44.5705,1.53,0.13649746,0.0,5284.0,0.553,0.612,4.734,44.0727,12.168,8.561,11.4785
K2-3 d,K2-3,0,CONFIRMED,Crossfield et al. 2015,44.56115,1.7,0.15166384,0.0,3927.0,0.58,0.88,4.49249,44.0727,12.168,8.561,11.4785
K2-3 d,K2-3,0,CONFIRMED,Crossfield et al. 2015,44.556456,1.62,0.14452697,0.0,3835.0,0.6,0.62,4.49249,44.0727,12.168,8.561,11.4785
K2-30 b,K2-30,0,CONFIRMED,Johnson et al. 2016,4.09847804,2.597,0.23017258,0.0,5425.0,0.844,0.9,4.54,333.042,13.547,11.088,13.2056
K2-30 b,K2-30,0,CONFIRMED,Johnson et al. 2016,4.098506,12.3,1.0973325,0.0,5567.0,0.92,0.93,4.48,333.042,13.547,11.088,13.2056
K2-30 b,K2-30,0,CONFIRMED,Johnson et al. 2016,4.09847409321,14.83669218,1.3236433,0.0,5198.0,1.06395,0.88,4.33,333.042,13.547,11.088,13.2056
K2-30 b,K2-30,0,CONFIRMED,Johnson et al. 2016,4.098492,12.65164357,1.12870404,0.0,5574.0,0.909346,0.969658,4.53,333.042,13.547,11.088,13.2056
K2-30 b,K2-30,0,CONFIRMED,Johnson et al. 2016,4.09803132,2.597,0.23017258,0.0,5198.0,1.06395,0.883,4.33019,333.042,13.547,11.088,13.2056
K2-30 b,K2-30,0,CONFIRMED,Johnson et al. 2016,4.09849,11.982421,1.069,0.0,5575.0,0.839,0.917,4.6,333.042,13.547,11.088,13.2056
K2-30 b,K2-30,0,CONFIRMED,Johnson et al. 2016,4.0984897,13.14,1.172,0.0,5284.0,0.921,0.88,4.49249,333.042,13.547,11.088,13.2056
K2-30 b,K2-30,0,CONFIRMED,Johnson et al. 2016,4.098507,13.405964,1.196,0.0,5581.0,0.941,0.984,4.484,333.042,13.547,11.088,13.2056
K2-30 b,K2-30,0,CONFIRMED,Johnson et al. 2016,4.0984791,2.597,0.23017258,0.0,5425.0,0.844,0.9,4.54,333.042,13.547,11.088,13.2056
K2-30 b,K2-30,1,CONFIRMED,Johnson et al. 2016,4.098503,11.646151,1.039,0.0,5425.0,0.844,0.9,4.54,333.042,13.547,11.088,13.2056
K2-308 b,K2-308,0,CONFIRMED,Rampalli et al. 2019,3.38631713618,2.597,0.23017258,0.0,5780.0,0.863,0.88,4.438,1314.53,15.072,13.206,14.8949
K2-308 b,K2-308,1,CONFIRMED,Rampalli et al. 2019,3.38628,9.916,0.884,0.0,6100.0,1.24,1.09,3.94,1314.53,15.072,13.206,14.8949
K2-31 b,K2-31,0,CONFIRMED,Dai et al. 2016,1.25785,2.597,0.23017258,0.0,5412.0,0.986,1.0,4.44,110.527,10.802,8.866,10.5371
K2-31 b,K2-31,0,CONFIRMED,Dai et al. 2016,1.2578542,34.0,3.03327683,0.0,5465.0,0.9,0.97,4.523,110.527,10.802,8.866,10.5371
K2-31 b,K2-31,1,CONFIRMED,Dai et al. 2016,1.25785,11.88154,1.06,0.0,5280.0,0.78,0.91,4.6,110.527,10.802,8.866,10.5371
K2-31 b,K2-31,0,CONFIRMED,Dai et al. 2016,1.25784906,46.0,4.10385219,0.0,5340.0,1.138,0.92,4.45,110.527,10.802,8.866,10.5371
K2-31 b,K2-31,0,CONFIRMED,Dai et al. 2016,1.2578332,2.597,0.23017258,0.0,5340.0,1.02904,0.922,4.37794,110.527,10.802,8.866,10.5371
K2-31 b,K2-31,0,CONFIRMED,Dai et al. 2016,1.25784887,2.597,0.23017258,0.0,5280.0,0.78,0.91,4.6,110.527,10.802,8.866,10.5371
K2-31 b,K2-31,0,CONFIRMED,Dai et al. 2016,1.2578493,7.0,0.62449817,0.0,5251.0,0.81,0.88,4.49249,110.527,10.802,8.866,10.5371
K2-31 b,K2-31,0,CONFIRMED,Dai et al. 2016,1.25781300511,12.57069193,1.12148395,0.0,5340.0,1.02904,0.88,4.37794,110.527,10.802,8.866,10.5371
K2-312 c,HD 80653,1,CONFIRMED,Bonomo et al. 2023,921.2,2.597,0.23017258,0.0,5959.0,1.22,1.18,4.49249,109.86,9.452,8.018,9.30733
K2-315 b,K2-315,1,CONFIRMED,Niraula et al. 2020,3.1443189,0.95,0.08475332,0.0,3300.0,0.196,0.174,5.094,56.9686,17.67,11.838,15.6791
K2-316 b,K2-316,1,CONFIRMED,Castro Gonz&aacute;lez et al. 2020,1.133,1.33,0.11865465,0.0,3436.0,0.379,0.408,4.891,112.486,17.14,11.911,15.514
K2-316 c,K2-316,1,CONFIRMED,Castro Gonz&aacute;lez et al. 2020,5.26,1.83,0.16326166,0.0,3436.0,0.379,0.408,4.891,112.486,17.14,11.911,15.514
K2-317 b,K2-317,1,CONFIRMED,Castro Gonz&aacute;lez et al. 2020,6.22,2.93,0.26139709,0.0,3387.0,0.379,0.403,4.885,176.291,17.74,12.99,16.6387
K2-318 b,K2-318,1,CONFIRMED,Castro Gonz&aacute;lez et al. 2020,7.01,1.66,0.14809528,0.0,3851.0,0.552,0.561,4.701,147.866,15.8,11.152,14.3967
K2-319 b,K2-319,1,CONFIRMED,Castro Gonz&aacute;lez et al. 2020,26.68,2.79,0.24890713,0.0,5440.0,0.898,0.954,4.512,209.071,12.213,10.223,11.9397
K2-32 b,K2-32,0,CONFIRMED,Dai et al. 2016,8.99218,5.38,0.47997145,0.0,5315.0,0.87,0.87,4.43,157.682,12.304,9.821,12.0036
K2-32 b,K2-32,0,CONFIRMED,Dai et al. 2016,8.991828,4.96,0.44250156,0.0,5284.0,0.845,0.856,4.49249,157.682,12.304,9.821,12.0036
K2-32 b,K2-32,0,CONFIRMED,Dai et al. 2016,8.99002105,2.597,0.23017258,0.0,5274.0,0.851795,0.904,4.53357,157.682,12.304,9.821,12.0036
K2-32 b,K2-32,0,CONFIRMED,Dai et al. 2016,8.992018,4.92,0.439,0.0,5284.0,0.757,0.88,4.49249,157.682,12.304,9.821,12.0036
K2-32 b,K2-32,0,CONFIRMED,Dai et al. 2016,8.9919156,4.79,0.42733518,0.0,4686.0,0.72,0.88,4.49249,157.682,12.304,9.821,12.0036
K2-32 b,K2-32,0,CONFIRMED,Dai et al. 2016,8.991942,5.17103245,0.46132862,0.0,5415.0,0.839164,0.915819,4.73,157.682,12.304,9.821,12.0036
K2-32 b,K2-32,1,CONFIRMED,Dai et al. 2016,8.992,5.299,0.47274593,0.0,5271.0,0.86,0.83,4.49,157.682,12.304,9.821,12.0036
K2-32 b,K2-32,0,CONFIRMED,Dai et al. 2016,8.99213,5.13,0.45766795,0.0,5275.0,0.845,0.856,4.49,157.682,12.304,9.821,12.0036
K2-32 b,K2-32,0,CONFIRMED,Dai et al. 2016,17.97586029496,4.78034841,0.42647485,0.0,5274.0,0.851795,0.88,4.53357,157.682,12.304,9.821,12.0036
K2-32 b,K2-32,0,CONFIRMED,Dai et al. 2016,8.99196,5.038,0.44946103,0.0,5274.0,0.855,0.84,4.49,157.682,12.304,9.821,12.0036
K2-32 b,K2-32,0,CONFIRMED,Dai et al. 2016,8.99213,5.62,0.50138282,0.0,5428.0,0.92,0.88,4.449,157.682,12.304,9.821,12.0036
K2-32 b,K2-32,0,CONFIRMED,Dai et al. 2016,8.99218,5.38,0.47997145,0.0,5315.0,0.87,0.87,4.43,157.682,12.304,9.821,12.0036
K2-32 c,K2-32,0,CONFIRMED,Dai et al. 2016,20.6602,3.32,0.29619056,0.0,5428.0,0.92,0.88,4.449,157.682,12.304,9.821,12.0036
K2-32 c,K2-32,1,CONFIRMED,Dai et al. 2016,20.66093,3.134,0.27959723,0.0,5271.0,0.86,0.83,4.49,157.682,12.304,9.821,12.0036
K2-32 c,K2-32,0,CONFIRMED,Dai et al. 2016,20.66093,3.01,0.26853468,0.0,5274.0,0.855,0.84,4.49,157.682,12.304,9.821,12.0036
K2-32 c,K2-32,0,CONFIRMED,Dai et al. 2016,20.661623,3.11517954,0.2779177,0.0,5415.0,0.839164,0.915819,4.73,157.682,12.304,9.821,12.0036
K2-32 c,K2-32,0,CONFIRMED,Dai et al. 2016,20.65614,3.48,0.31046481,0.0,5315.0,0.87,0.87,4.43,157.682,12.304,9.821,12.0036
K2-32 c,K2-32,0,CONFIRMED,Dai et al. 2016,20.65614,3.48,0.31046481,0.0,5315.0,0.87,0.87,4.43,157.682,12.304,9.821,12.0036
K2-32 c,K2-32,0,CONFIRMED,Dai et al. 2016,20.66186,2.74,0.24444643,0.0,5284.0,0.845,0.856,4.49249,157.682,12.304,9.821,12.0036
K2-32 c,K2-32,0,CONFIRMED,Dai et al. 2016,20.66178,2.73,0.244,0.0,5284.0,0.757,0.88,4.49249,157.682,12.304,9.821,12.0036
K2-32 c,K2-32,0,CONFIRMED,Dai et al. 2016,20.6602,3.01,0.26853421,0.0,5275.0,0.845,0.856,4.49,157.682,12.304,9.821,12.0036
K2-32 c,K2-32,0,CONFIRMED,Dai et al. 2016,20.660987,2.88,0.25693639,0.0,4686.0,0.72,0.88,4.49249,157.682,12.304,9.821,12.0036
K2-32 d,K2-32,1,CONFIRMED,Dai et al. 2016,31.71701,3.484,0.3108222,0.0,5271.0,0.86,0.83,4.49,157.682,12.304,9.821,12.0036
K2-32 d,K2-32,0,CONFIRMED,Dai et al. 2016,31.7154,3.77,0.33633687,0.0,5428.0,0.92,0.88,4.449,157.682,12.304,9.821,12.0036
K2-32 d,K2-32,0,CONFIRMED,Dai et al. 2016,31.7169,3.33,0.29708321,0.0,5274.0,0.855,0.84,4.49,157.682,12.304,9.821,12.0036
K2-32 d,K2-32,0,CONFIRMED,Dai et al. 2016,31.7236,3.14,0.28,0.0,5284.0,0.757,0.88,4.49249,157.682,12.304,9.821,12.0036
K2-32 d,K2-32,0,CONFIRMED,Dai et al. 2016,31.7142,3.27,0.29172986,0.0,5284.0,0.845,0.856,4.49249,157.682,12.304,9.821,12.0036
K2-32 d,K2-32,0,CONFIRMED,Dai et al. 2016,31.7154,3.43,0.3060041,0.0,5275.0,0.845,0.856,4.49,157.682,12.304,9.821,12.0036
K2-32 d,K2-32,0,CONFIRMED,Dai et al. 2016,31.71922,3.75,0.33455259,0.0,5315.0,0.87,0.87,4.43,157.682,12.304,9.821,12.0036
K2-32 d,K2-32,0,CONFIRMED,Dai et al. 2016,31.715868,3.13,0.2792399,0.0,4686.0,0.72,0.88,4.49249,157.682,12.304,9.821,12.0036
K2-32 d,K2-32,0,CONFIRMED,Dai et al. 2016,31.71922,3.75,0.33455259,0.0,5315.0,0.87,0.87,4.43,157.682,12.304,9.821,12.0036
K2-32 d,K2-32,0,CONFIRMED,Dai et al. 2016,31.715061,3.41411198,0.30458667,0.0,5415.0,0.839164,0.915819,4.73,157.682,12.304,9.821,12.0036
K2-32 e,K2-32,0,CONFIRMED,Heller et al. 2019,4.34882,1.01,0.09010616,0.0,5284.0,0.845,0.856,4.49249,157.682,12.304,9.821,12.0036
K2-32 e,K2-32,0,CONFIRMED,Heller et al. 2019,4.3491,2.2,0.2,0.0,5284.0,0.757,0.88,4.49249,157.682,12.304,9.821,12.0036
K2-32 e,K2-32,1,CONFIRMED,Heller et al. 2019,4.34934,1.212,0.10812758,0.0,5271.0,0.86,0.83,4.49,157.682,12.304,9.821,12.0036
K2-320 b,K2-320,1,CONFIRMED,Castro Gonz&aacute;lez et al. 2020,1.995,2.62,0.23374074,0.0,3157.0,0.3,0.117,4.55,108.74,17.81,12.508,16.3554
K2-321 b,K2-321,0,CONFIRMED,Castro Gonz&aacute;lez et al. 2020,2.29799150846,2.32710652,0.2076109,0.0,3650.0,0.590525,0.88,4.66,77.6888,13.677,9.567,12.8241
K2-321 b,K2-321,1,CONFIRMED,Castro Gonz&aacute;lez et al. 2020,2.2979749,2.05124347,0.183,0.0,3750.0,0.595,0.578,4.65,77.6888,13.677,9.567,12.8241
K2-321 b,K2-321,0,CONFIRMED,Castro Gonz&aacute;lez et al. 2020,2.298,1.95,0.17396735,0.0,3855.0,0.583,0.599,4.683,77.6888,13.677,9.567,12.8241
K2-322 b,K2-322,1,CONFIRMED,Castro Gonz&aacute;lez et al. 2020,8.205,1.92,0.17129093,0.0,4141.0,0.602,0.63,4.677,123.415,13.963,10.413,13.3108
K2-323 b,K2-323,1,CONFIRMED,Castro Gonz&aacute;lez et al. 2020,24.93,2.1,0.18734945,0.0,3710.0,0.549,0.478,4.63,118.318,14.935,10.789,14.0693
K2-324 b,K2-324,1,CONFIRMED,Castro Gonz&aacute;lez et al. 2020,3.262,2.43,0.21679008,0.0,3752.0,0.505,0.517,4.743,136.667,15.223,11.237,14.5172
K2-325 b,K2-325,1,CONFIRMED,Castro Gonz&aacute;lez et al. 2020,6.93,2.2,0.19627085,0.0,3287.0,0.298,0.274,4.84,111.638,17.77,12.352,16.137
K2-326 b,K2-326,1,CONFIRMED,Castro Gonz&aacute;lez et al. 2020,1.256,2.28,0.20340798,0.0,3924.0,0.688,0.507,4.462,282.308,15.982,12.091,15.0082
K2-329 b,K2-329,1,CONFIRMED,Sha et al. 2021,12.4551225,8.675766,0.774,0.0,5282.0,0.822,0.901,4.566,233.237,12.697,10.668,12.4462
K2-33 b,K2-33,0,CONFIRMED,David et al. 2016,5.4252061,0.868,0.07743777,0.0,2890.0,0.16,0.88,4.49249,139.268,15.838,10.026,14.157
K2-33 b,K2-33,0,CONFIRMED,David et al. 2016,5.42526,3.17,0.283,0.0,5284.0,0.529,0.88,4.49249,139.268,15.838,10.026,14.157
K2-33 b,K2-33,0,CONFIRMED,David et al. 2016,5.4224,2.597,0.23017258,0.0,3318.0,0.909623,0.349,4.06317,139.268,15.838,10.026,14.157
K2-33 b,K2-33,1,CONFIRMED,David et al. 2016,5.424865,5.04,0.44963868,0.0,3540.0,1.05,0.56,4.49249,139.268,15.838,10.026,14.157
K2-33 b,K2-33,0,CONFIRMED,David et al. 2016,5.42513,5.76,0.51387278,0.0,3410.0,1.1,0.31,3.84,139.268,15.838,10.026,14.157
K2-330 b,K2-330,0,CONFIRMED,de Leon et al. 2021,13.7748361,2.67656,0.2387871,0.0,6266.98,1.47,0.88,4.19069,160.125,9.608,8.412,9.51275
